ID,Majority protein IDs,Gene_name_canonical,Nov27_clusters
6941,Q9Y5S9;A0A023T787,RBM8A,nucleus
6942,C9JYQ9;H0Y8C2;Q6P5R6,RPL22L1,nucleus
6943,B7Z876;B7Z3A4;A0A0A0MT33;Q9UPN6;Q8NDE9,SCAF8,nucleus
6944,A0A024R1K8;Q15459,SF3A1,nucleus
6945,Q12874;B3KY12;A8K7V1;A8K566;Q53HM6,SF3A3,nucleus
6946,O75533;Q7Z497;A0JLT9;Q32Q20,SF3B1,nucleus
6947,Q9Y3B4,SF3B6,nucleus
6948,A0MNN4;Q2TAY7,SMU1,nucleus
6949,P09661;Q53G61;Q53G21,SNRPA1,nucleus
6950,P08579;B5BTZ8;Q86YK2,SNRPB2,nucleus
6951,P62316;K7ERG4,SNRPD2,nucleus
6952,P62306;A0A0B4J254,SNRPF,nucleus
6953,Q13573;B7Z9X2;B4DY36;A0A024R6E3;G3V4X8;Q9ULA6,SNW1,nucleus
6954,J3KP15;Q53FN0;A0A024R8U5;Q01130;J3QL05;Q8NAK9;B3KUY1;B3KX15;Q6NXQ0;B3KVY2;B3KUF7,SRSF2,nucleus
6955,P26368;B5BU25;K7ENG2,U2AF2,nucleus
6956,A0A024R333;Q6UXN9,WDR82,nucleus
6957,A0A7I2V4I5,ZC3H13,nucleus
6958,A9UK01;Q8N392,ARHGAP18,cytosol
6959,A0A2R8Y8C6;Q8WXX7;Q75MD7;A0A2R8Y568;A0A024RDL5;A0A2R8Y522;A0A087WVB5;B4DLG0,AUTS2,cytosol
6960,Q8N6N3,C1orf52,cytosol
6961,Q8N1Q1,CA13,cytosol
6962,O75155,CAND2,cytosol
6963,A0A0S2Z3Z5;A0A0S2Z3G5,CASP10,cytosol
6964,V9HWB2;Q14353;A0A1W2PR36,GAMT,cytosol
6965,A0A140VKC8;Q13630;E9PKL9;B3KU96;E9PP14;A0A0J9YX13;B4DZW9;E9PLH9,GFUS,cytosol
6966,A0A0A0MRI1;A0A024RDS7;Q8IXQ4,GPALPP1,cytosol
6967,Q9NPB8;D3DW07,GPCPD1,cytosol
6968,Q9NZL4;K7EL16;A0A024R4R7,HSPBP1,cytosol
6969,Q13325;A0A7P0TBP9,IFIT5,cytosol
6970,J3KSH8,JPT1,cytosol
6971,Q9NVX7;Q53HN0;A0A075B6T4;B3KRH9,KBTBD4,cytosol
6972,S4R341,NOLC1,nucleolus
6973,Q8TE04;B3KWN3,PANK1,cytosol
6974,V9HWH0;Q96KB5;E5RFX4,PBK,cytosol
6975,Q5T6V5;Q5T6V7,QNG1,cytosol
6976,A0A024RC72;A6NED2;G3V2I3,RCCD1,cytosol
6977,O43665,RGS10,cytosol
6978,A0A384MDW3;P51812;B4DG22;B1AXG1;B7ZB17;B4DKZ2,RPS6KA3,cytosol
6979,B3KTX3;Q86VW0,SESTD1,cytosol
6980,A0MZ66,SHTN1,cytosol
6981,A0A024R8G6;O43805;A0A087WV26,SSNA1,cytosol
6982,X5DP03;X5D2U3;Q9UEW8;Q6E0B2,STK39,cytosol
6983,A0A024QZB4;P50225;H3BRY5;Q59GG0,SULT1A1,cytosol
6984,Q6PJ69;H0YGS7,TRIM65,cytosol
6985,K7ES63,TUBB6,cytosol
6986,A0A2R8YDQ0;A0A0S2Z577;Q9H267;F5H008;B7Z6M7;B7Z1N4,VPS33B,cytosol
6987,Q8N5D0,WDTC1,cytosol
6988,A0A384NQ21;P61163;B4DM97;R4GMT0;B4DMT4;A0A1B0GVS3,ACTR1A,mixed
6989,P42025;Q13841,ACTR1B,cytosol
6990,V9HWN7;P04075;J3KPS3;H3BQN4;A0A0M4FNU3,ALDOA,cytosol
6991,A0A024QZ64;P09972;B7Z3K7;B7Z1Y2;B7Z1N6;A8MVZ9;B7Z1Z9,ALDOC,cytosol
6992,P0DP25;P0DP24;P0DP23;B4DJ51;Q9BRL5;E7EMB3;Q96HY3;G3V361;A0A590UJI2,CALM3,cytosol
6993,Q9Y592,CEP83,mixed
6994,P41208,CETN2,nucleus
6995,P68400;Q5U5J2;A0A2R8YD58;E7EU96;B2R6D7;Q2I0Y7;A0A2R8Y5A0;B5BUH5;Q8NEV1;A0A2R8YFU2;A0A2R8YF43;A0A2R8YDP2;A0A2R8Y4D6;A0A2R8Y4H0,CSNK2A1,cytosol
6996,P19784;H3BNI9;H3BSA1,CSNK2A2,cytosol
6997,E7EX90;A0A7P0Z4C3;Q14203;Q6MZZ3;Q6AWB1;Q6AWB3,DCTN1,mixed
6998,A0A384MDU9;V9HW58;Q13561;Q53H88;B3KTX4;A0A7I2V4H4;A8K8J9;F8W1I6;H0YI98;F8VW18;A0A7I2V390,DCTN2,mixed
6999,A0A0S2Z5D4;Q9UJW0;A0A0S2Z5B8,DCTN4,mixed
7000,Q53Y51;P30046;B4DJQ7;A0A0F7RPW6;B5MC82;B4E259;A6NHG4;J3KQ18,DDT,cytosol
7001,A0A384N6H1;P13639;Q8TA90;B4DPU3;Q6PK56,EEF2,cytosol
7002,Q8NDI1;A0A140VK17;A8K930,EHBP1,cytosol
7003,P63241;I3L397;I3L504;Q6IS14,EIF5A,mixed
7004,Q96EF6,FBXO17,mixed
7005,Q53FI7;B7Z4B7;B7Z6U8;B7Z5V0;Q5JXI8;B7Z9A1;B7Z5T3;B3KRI9,FHL1,nucleus
7006,Q9NWU2,GID8,mixed
7007,Q9NS86;B4DWZ7;B3KTN5,LANCL2,mixed
7008,A0A024R7L6;Q96EY5;E9PQA6;A8K0C2,MVB12A,mixed
7009,A0A384MTW7;P15531;E7ERL0;E5RHP0,NME1,cytosol
7010,Q53HE0;B3KM22;A0A024R1J5;Q9NRD5;F6V107,PICK1,cytosol
7011,Q13526;K7EN45,PIN1,cytosol
7012,B8ZZQ6;V9HVW6;Q8TBK9;Q86YS2;Q53S24;P06454;Q15202;Q15204;Q15200;B8ZZA1;B8ZZW7;H7C2N1;Q15203;Q7KZ52;Q7Z4R6,PTMA,cytosol
7013,A0A024QZW3;Q96S59;A0A024R014,RANBP9,cytosol
7014,B4E3M8;B7ZKJ9,RPGRIP1L,mixed
7015,O00506;A0A024R4B2;B4DVS7;A0A0S2Z4Y2;B4E185;B3KRS6;H7C279;B4DMA5;Q5CZ67;C9J232;C9JCC0;C9JDH9,STK25,mixed
7016,P16949;B5BU83;A2A2D0;A0A140VJW2;Q59G27,STMN1,cytosol
7017,O14907;A0A087X282,TAX1BP3,mixed
7018,Q9NYG5,ANAPC11,mixed
7019,A0A7I2YQU9;A0A7I2V4K0;A0A7I2V4H9;Q9NR48;A0A7I2V542;A0A7I2V3D6;A0A7I2V316,ASH1L,nucleus
7020,P35790;A0A024R5E0,CHKA,cytosol
7021,Q96JC9,EAF1,mixed
7022,H7BY36,EWSR1,nucleus
7023,H7C2E6;H7C361;A0A024R0B3;Q6NZ36;H7C3A6,FAAP20,mixed
7024,H3BPZ0;B7Z7Y9;Q6PCT2;H7C112;H3BME1;H3BVB1,FBXL19,mixed
7025,Q9C091,GREB1L,mixed
7026,V9GZ44,HSF2,nucleus
7027,Q9H0C8;F8SNU7;H7C2I8,ILKAP,mixed
7028,Q8N8K9,KIAA1958,mixed
7029,A0A1B0GVP4,LCORL,nucleus
7030,B2RBV5,MRFAP1L2,cytosol
7031,F8W0G4,PCBP2,mixed
7032,Q9BUL5;A0A087WVQ2;I3L0Y2;I3L4Q4,PHF23,mixed
7033,A0A024R9G0;P53803,POLR2K,mixed
7034,Q8ND30;Q68DV6;E9PP16;B7Z7G3;B7Z2C0,PPFIBP2,cytosol
7035,Q9ULR3,PPM1H,mixed
7036,Q5T481,RBM20,mixed
7037,A0A024R7K9;Q9BWG4;V9GYB2;U3KPY3,SSBP4,nucleus
7038,P63272;J3KSQ6,SUPT4H1,mixed
7039,Q6ZMZ3;G3V533,SYNE3,nucleus
7040,Q4L233;O94811,TPPP,nucleus
7041,Q96QU8;B3KW08,XPO6,cytosol
7042,Q6PEW1,ZCCHC12,nucleus
7043,Q63HK3;B4E0P9;B4DYF0,ZKSCAN2,mixed
7044,A0A024R4R8;O75467;M0R1C8;Q96I98;Q9H861,ZNF324,mixed
7045,D3DSZ2;Q9ULD9;A0A0C4DGB8;B3KPE6,ZNF608,mixed
7046,E5RGL7;Q6ZNC4,ZNF704,mixed
7047,B7ZAD9;B7Z5R0,ZNF747,mixed
7048,P32121;Q59EM5;K7ENA6;I3L412,ARRB2,mixed
7049,B2RDE8,B2RDE8[p],mixed
7050,A0A024RBH0;Q00537,CDK17,centrosome
7051,Q8WTR2,DUSP19,centrosome
7052,Q14204;A0A7P0T9C4;A0A7P0TA13;A0A2R8Y5T0;A0A2R8Y706;A0A7P0T9R4;A0A7P0TAW9;A0A7P0T7V5;A0A7P0T916;A0A7P0T8N2;A0A7P0TBJ7;A0A7P0TAF3;A0A7P0TB75;A0A2R8Y6H2;A0A7P0T9K2;A0A7P0T9F1;A0A7P0T8W5;A0A2R8YFZ7;A0A7P0TAM4;A0A7P0T825;A0A7P0TB64;A0A7P0TAV5;A0A7P0T990;A0A7P0T942;A0A2R8YGC7;A0A7P0T9S3;A0A7P0T934,DYNC1H1,mixed
7053,A0A140VKE9;Q13409;Q59GU5;B4DPZ3,DYNC1I2,mixed
7054,Q9Y6G9;B3KM42;E9PHI6;Q6MZE7;B4DDM4,DYNC1LI1,mixed
7055,Q9NP97,DYNLRB1,mixed
7056,Q8WUB2;B4DJX7;B4DMY2,FAM216A,cytosol
7057,P50151;A0A024R156;D3DQV2,GNG10,plasma_membrane
7058,Q96QZ7,MAGI1,recycling_endosome
7059,X5DR54;Q9NXR1;I3L2R9,NDE1,centrosome
7060,O75147;A6NN50,OBSL1,nucleus
7061,A0A6Q8PFU3;P43034;A0A6Q8PG63;A0A6Q8PFT2;B4DZN3,PAFAH1B1,mixed
7062,Q9UPP1,PHF8,nucleus
7063,Q6NSJ2;M0R353,PHLDB3,nucleus
7064,Q9HAU0;A0JP02;B4DMB9,PLEKHA5,actin_cytoskeleton
7065,P48147;B2RAH7;A0A499FJL1,PREP,cytosol
7066,P62877,RBX1,mixed
7067,Q9BRS2;Q9H2L9,RIOK1,nucleus
7068,Q6IBH6;P61254;J3QRI7;J3QQQ9;J3QQV1;J3QRC4,RPL26,nucleus
7069,O95248,SBF1,centrosome
7070,A0A024R5Z3;P84022;Q59F45,SMAD3,nucleus
7071,Q9Y5X3;Q53FH8;Q6P5V6;B7Z476;Q5QPE5;Q5QPE4,SNX5,mixed
7072,Q9Y4C2;B4DST7,TCAF1,centrosome
7073,Q8IYN2;Q5H9L1,TCEAL8,nucleus
7074,B6E4X6;Q5U0E4;Q1MSX0;H6U5S3;H6U5S2;Q2XSC7;Q1MSW8;H6U5S4,TP53,nucleus
7075,Q93009,USP7,nucleus
7076,A0A024R0X8;Q15649,ZNHIT3,nucleus
7077,Q5FWF4;F5GYN7,ZRANB3,nucleus
7078,A0A2X0TVR3;Q8IWW6,ARHGAP12,actin_cytoskeleton
7079,Q6VMQ6;A0A024RAY1;B3KQF8,ATF7IP,actin_cytoskeleton
7080,B4DF11,B4DF11[p],plasma_membrane
7081,Q4VC05,BCL7A,actin_cytoskeleton
7082,B4DNA3,CAP1,actin_cytoskeleton
7083,P40123;Q5JPJ8;A0A087WZ15;E9PDI2;B7Z4M3;A0A087X0J3;B7Z385,CAP2,actin_cytoskeleton
7084,O75128;H7C1N2,COBL,actin_cytoskeleton
7085,B4DW58;A0A2D1PGY7,EVL,actin_cytoskeleton
7086,Q8TB52,FBXO30,actin_cytoskeleton
7087,J3KS54,FLII,actin_cytoskeleton
7088,Q9NQX3;F5H039;B7Z2B5;B7Z4J7,GPHN,actin_cytoskeleton
7089,B3KX20;B4E3S9;B4DIX9;P29536,LMOD1,actin_cytoskeleton
7090,A0A0F7NGI8;Q05D04,LRRFIP1,actin_cytoskeleton
7091,A4FUJ8,MRTFA,actin_cytoskeleton
7092,W0Z7M9,MRTFA,actin_cytoskeleton
7093,Q9ULH7,MRTFB,actin_cytoskeleton
7094,Q9H2J4;B7Z6S0,PDCL3,actin_cytoskeleton
7095,P07737;K7EJ44,PFN1,actin_cytoskeleton
7096,G5E9Q6;B4DNH1;D3DNI2;D3DNI3;C9J0J7;C9JQ45,PFN2,cytosol
7097,P60673,PFN3,actin_cytoskeleton
7098,J3KP75,PHACTR2,actin_cytoskeleton
7099,Q8IZ21,PHACTR4,actin_cytoskeleton
7100,P57086;H0UIA5;Q9NZG6,SCAND1,cytosol
7101,Q16533,SNAPC1,mixed
7102,A8K1E4;A0A0G2JQX1;A0A0G2JPW5;A0A0G2JSA7;A0A087X1Z1;Q96RT8,TUBGCP5,actin_cytoskeleton
7103,Q96RT7;B2RWN4,TUBGCP6,actin_cytoskeleton
7104,Q5T8P4;Q9UPY6;A0A590UJ74,WASF3,actin_cytoskeleton
7105,O00401;A8K180;A4D0Y1,WASL,actin_cytoskeleton
7106,D3DPE6;A0A140VJZ9;O43516;B4DVX1,WIPF1,actin_cytoskeleton
7107,Q8TF74;A0A024R1X2,WIPF2,actin_cytoskeleton
7108,Q9BZZ5,API5,nucleus
7109,B4DM08,B4DM08[p],mitochondrion
7110,P41223,BUD31,nucleus
7111,Q96JM3,CHAMP1,nucleus
7112,Q86WW8;B9A057,COA5,nucleus
7113,A0A590UJ43;V9HW00;U3KPX3;P48729;Q05DL3,CSNK1A1,mixed
7114,Q5RKV6,EXOSC6,nucleus
7115,Q9BXW9;A0A6Q8PFY3,FANCD2,nucleus
7116,E9PKU7;B4DZ53,GANAB,ER
7117,Q12789;Q6AHZ7;Q6AWA4,GTF3C1,nucleus
7118,Q8WUA4;Q53QN0;A0A087WZD8,GTF3C2,nucleus
7119,Q9Y5Q9;A0A494C1S7,GTF3C3,nucleus
7120,Q6IT96;Q13547;B5BU61,HDAC1,nucleus
7121,A0A024RDR0;P09429;Q5T7C4;B7Z965;Q59GW1;B3KQ05,HMGB1,nucleus
7122,A0A384NKX5;P17066;Q53FC7;B2R6X5;B4DHP5,HSPA6,nucleus
7123,B2R7C5;A0A0S2Z4T1;P25205;J3KQ69;A0A499FHX9;A0A0S2Z492;B4DUQ9;Q8NHX6,MCM3,nucleus
7124,A0A024R7U6;B3KMX0;P33991;A0A3B3IU45;A0A3B3IS57;E5RG31;A0A3B3ITP6,MCM4,nucleus
7125,B1AHB0;P33992;Q53FG5;B1AHB1;B3KVF0,MCM5,nucleus
7126,Q14566;Q4ZG57,MCM6,nucleus
7127,A0A0S2Z4A5;P33993;C6EMX8;B2RBA6;B4DDF5;B3KUD7;Q9H4N9,MCM7,nucleus
7128,Q96RN5;Q6PKB8;B7Z2H7;G3V1P5;B4DGD6;B3KW62;B3KWF1;Q69YR4;Q69YK5,MED15,nucleus
7129,A0A024R395;P49959;Q05D78,MRE11,nucleus
7130,P43246;A0A2R8YG02;A0A2R8Y6P0;E9PHA6;A0A2R8YFH0;Q53FK0;Q53GS1;B4DN49;V9H019;Q53RU4;A0A2R8Y7S8;B4DL39;B4DSB9;V9H068;V9H023,MSH2,nucleus
7131,A8K031;O14777;Q05DQ6,NDC80,cytosol
7132,Q6FHQ0;Q16576;E9PC52;A8K6A2;Q5JP01,RBBP7,nucleus
7133,P35249;C9JZI1;C9J8M3,RFC4,nucleus
7134,A8K3S0;P40937;Q6LES9;Q59GW7;A8K4Z2,RFC5,nucleus
7135,P63208;E7ERH2;F8W8N3,SKP1,mixed
7136,Q8N3U4;B2R8Y6;Q6MZM4;Q6MZM3;Q6MZP3;B4DQ46,STAG2,nucleus
7137,P25490;H0YJV7,YY1,nucleus
7138,B4E0X8;A0A384MDX9,A0A384MDX9[p],nucleus
7139,Q8IX12;A0A0C4DGG8;F5H2E6;F5H1H2,CCAR1,nucleus
7140,Q9NXV6;B3KTW3,CDKN2AIP,nucleus
7141,Q14011;Q53XX5;Q6ZR81;K7ER40;K7EPM4;K7EMY9;K7EJV1;B4E2A3;K7ELT6;K7EJV5;K7ELV6;K7ENX8;K7EQR7,CIRBP,nucleus
7142,K7EQ55;K7EK33;A0A0S2Z569;Q96EP5;K7EQ02,DAZAP1,nucleus
7143,B0QYK0;Q01844;A0A0D9SFL3;C9JGE3,EWSR1,nucleus
7144,Q52LJ0,FAM98B,nucleus
7145,Q59H57;B4DR70;A8K4H1;Q8TBR3;Q6IBQ5;Q13344;P35637;H3BPE7,FUS,nucleus
7146,C9IYN3;V9GYK2;A0A0S2Z6K1;Q8WVV9;B7WPG3;A8K894;A0A0S2Z5U3,HNRNPLL,nucleus
7147,Q92945;M0R0C6;A0A384P5V3;A0A087WTP3;B4DV73;M0R0I5,KHSRP,nucleus
7148,P52298;C9JQX9;B3KSB0,NCBP2,nucleus
7149,H7BY16,NCL,nucleus
7150,Q96MG7,NSMCE3,nucleus
7151,G1UI16;Q29RF7,PDS5A,nucleus
7152,P06746;Q53EV2;H0YBJ0,POLB,nucleus
7153,Q7Z3D7;A0A0S2Z4W4;P98175,RBM10,nucleus
7154,A0A024QYX3;P98179,RBM3,nucleus
7155,Q9BWF3;A8K9U0;E9PB51;D6R9K7;J3QRR5,RBM4,nucleus
7156,A0A6M8YHF9,RIOX2,nucleus
7157,P82979;F8VZQ9,SARNP,nucleus
7158,Q0P607;O95104,SCAF4,nucleus
7159,A0A024QZD5;P08621;A8KAQ5,SNRNP70,nucleus
7160,J3KTL2;Q07955;Q59FA2;A8K1L8;B7Z570,SRSF1,nucleus
7161,P84103;B2R6F3;A0A087X2D0,SRSF3,nucleus
7162,A0A024R6D8;Q13243;Q59EK7;B4DJK0;B4DUA4;G3V5K8,SRSF5,nucleus
7163,A0A590UK80;Q13247;A0A590UJP7;A8K588;Q59GY3;A0A590UJK4;A0A590UK01;V9HVZ0,SRSF6,nucleus
7164,A0A0B4J1Z1;B4DEK2;C9JAB2;Q16629;Q8NB80,SRSF7,nucleus
7165,Q92804;A0A075B7D9;B4E312,TAF15,nucleus
7166,Q2TSD2;Q01085;A8K5C4;O15187;E7ETC0,TIAL1,nucleus
7167,Q8N1H4;B2RDQ3;P62995;Q68DZ9;Q59GA1;H7BXF3,TRA2B,nucleus
7168,A0A090N7X1;A0A090N7Y2;Q9UG63;C9JHK9,ABCF2,translation
7169,Q9BRJ6;C9JQV0;A0A024R836;H7C0T1;H7C2R9,C7orf50,translation
7170,A2RUB6;C9JYB8,CCDC66,translation
7171,Q02224;A0A087X0P0,CENPE,translation
7172,Q53XC0;P05198;G3V4T5;H0YJS4,EIF2S1,translation
7173,P41091,EIF2S3,translation
7174,Q6IBR2;Q9Y285;K7ER00;K7ER16,FARSA,translation
7175,E9PR30;P62861,FAU,translation
7176,Q9H840,GEMIN7,stress_granule
7177,A0A024R5Q1;Q9NX55,HYPK,mixed
7178,B2R8F3;Q53G50;O15479,MAGEB2,translation
7179,E7EVA0,MAP4,translation
7180,Q9Y3C7,MED31,nucleus
7181,P42695;G3V1A9,NCAPD3,translation
7182,A0A024RB85;Q9UQ80;A8K6Y1;Q6PIN5;F8VR77,PA2G4,translation
7183,A0A024RBP0;Q8N5U6;B3KUR9;B3KSN5;B2RDI7;B4DWN2,RNF10,mixed
7184,A0A024R326;Q6IPI1;A0A3B3ITT5;P47914,RPL29,translation
7185,B2R4C1;P62899;C9JU56;B7Z4E3;B7Z4C8;H7C2W9;B8ZZK4,RPL31,translation
7186,P42766;F2Z388;A0A024R866,RPL35,translation
7187,P62917;E9PKU4;E9PKZ0;G3V1A1;B4DVG7,RPL8,translation
7188,Q8N5L8,RPP25L,stress_granule
7189,A0A1W2PQS6;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A2R8Y6L3;S4R435,RPS10,translation
7190,A8K517;P62266;D6RD47,RPS23,stress_granule
7191,P62851,RPS25,translation
7192,P42677,RPS27,translation
7193,M0R0F0;A0A024R4Q8;P46782;Q53G25;M0QZN2,RPS5,translation
7194,A0A087WWP8;Q5VWQ0;A0A0C4DGT8,RSBN1,translation
7195,A8K622;O95793;Q59F99;Q5JW30;B3KRE0,STAU1,translation
7196,Q9UPT8;M0QY97,ZC3H4,translation
7197,A8K1J3,A8K1J3[p],cytosol
7198,A0A024RBV2;Q86V21;A0A5A4UB59,AACS,cytosol
7199,Q9H7C9;E9PNP3;E9PR47;E9PIQ4,AAMDC,cytosol
7200,A0A024R398;Q8WVL7,ANKRD49,cytosol
7201,Q96GX9,APIP,cytosol
7202,O95671;B4DRF1;B4DN81,ASMTL,cytosol
7203,Q504U0,C4orf46,cytosol
7204,O76071;B2RDJ6;B4DRZ6,CIAO1,cytosol
7205,Q6P3W2;D3DQZ6;E9PID3,DNAJC24,cytosol
7206,Q8NBA8;D6RBD8,DTWD2,cytosol
7207,Q9NYF3;D6RHW3,FAM53C,cytosol
7208,Q5XUX1,FBXW9,cytosol
7209,A0A7P0RGV0,GBF1,cytosol
7210,A0A024RC68;Q6ZNW5;A0A286YET3,GDPGP1,cytosol
7211,B2R5R5;P46976;C9JQ42;G5E9W8;B4DSX6,GYG1,cytosol
7212,Q8N9B5,JMY,cytosol
7213,G9BCY8;D6NKH9;A0A140VKA7;P07864;F5H245;G9BCY7;G9BCZ0;F5H155;G3XAP5;F5H5G7,LDHC,cytosol
7214,O95382;Q32MQ5,MAP3K6,cytosol
7215,P02795;Q8TE66,MT2A,cytosol
7216,A0A024R8E4;Q9BV86,NTMT1,cytosol
7217,A0A024QZK5;P30039;A0A0C4DFS0;B2R5Q8,PBLD,cytosol
7218,A0A384MQX5;Q9UBV8,PEF1,cytosol
7219,Q59HD5,Q59HD5[p],cytosol
7220,P50749,RASSF2,cytosol
7221,Q96EP0;H0YKX0;A0A0B4J293;H0YMG4,RNF31,cytosol
7222,Q8IZ73,RPUSD2,cytosol
7223,A0A024R0R4;Q9UBE0;B3KNJ4;A0A590UK93;A0A590UKC5;M0QX65,SAE1,cytosol
7224,Q8IWV7;A0A087WTJ9;A8K901,UBR1,cytosol
7225,Q8TCF1;E5RIS3,ZFAND1,cytosol
7226,Q59EH3;P24666,ACP1,cytosol
7227,A0A2X0SFY7;P15882;B8ZZ96;C9J3V9;C9JR98;Q59EM3;A0A494C0C9,CHN1,cytosol
7228,H3BSW6;Q2VPK5,CTU2,cytosol
7229,Q96FX2,DPH3,cytosol
7230,E9PK06;E9PK72;E9PKK3,EEF1D,mixed
7231,Q96EB1;A0A1X7SBS0;A0A1W2PP47,ELP4,cytosol
7232,Q9UHY7;D6RA00;A0A0C4DGY8;Q7Z508,ENOPH1,cytosol
7233,A0A384MEJ5;P49356;Q86TX8,FNTB,cytosol
7234,A3KPC7;A0A024RAS2;B2R5B3;A4FTV9;A0A0U1RR32;A0A0U1RRH7;Q99878;Q96KK5;Q9BTM1;P20671;P0C0S8;H0YFX9;B4E0B3,H2AC14,cytosol
7235,Q9Y2H2;A0A3B3IRJ9;A0A3B3ITL0;A0A3B3ISI3,INPP5F,cytosol
7236,Q96EM0;D6RC46;E9PKK7,L3HYPDH,cytosol
7237,Q14693;Q68CS2,LPIN1,cytosol
7238,Q9BRT3;J3KTI2,MIEN1,cytosol
7239,F5H8H2;B2RDU6;Q03426;B7Z301;Q59ET9;A0A1B0GWC2;B7Z1C2,MVK,cytosol
7240,A0A024QZT9;B3KPX6;P16083;Q5TD07,NQO2,cytosol
7241,Q5TFE4;A8K2Z3,NT5DC1,cytosol
7242,Q6PCE3,PGM2L1,cytosol
7243,Q68D20,PMS2CL,cytosol
7244,Q6FGV9;Q15126,PMVK,cytosol
7245,A0A024R6A5;P35813;B5BUD5;B2R8E4,PPM1A,cytosol
7246,A0A024R656;C9JYJ0;O15315;A0A0A0MS18,RAD51B,cytosol
7247,O15541,RNF113A,cytosol
7248,Q99611;Q8NAW0;Q8N9T3;B4E093,SEPHS2,mixed
7249,P63313;D6W5K2,TMSB10,cytosol
7250,P68366,TUBA4A,cytosol
7251,Q6IPR3;B4DFU6,TYW3,cytosol
7252,A0A024R8I2;A0A140VK64;Q9BSL1,UBAC1,cytosol
7253,A0A0S2Z4T8;P10746;A0A0S2Z5C5;A0A3B3ISM6;A0A3B3ITJ2;A0A3B3ISL9;Q5T3L9;A0A3B3ISX6,UROS,cytosol
7254,B4E2P4;Q5T6H2,XPNPEP1,cytosol
7255,Q9BVQ7,AFG2B,nucleus
7256,Q96QE3;A0A075B754;H0UIC2,ATAD5,nucleus
7257,B4DYZ1,B4DYZ1[p],nucleus
7258,C9JA69,BBX,nucleus
7259,Q5XLT4;P38398;A0A024R1Y0;A0A386INP3;A0A386INQ5;Q3LRH8;A0A386IN52;A0A386IN60;G8I0D8;A0A386IPK6;A0A386IN41;A0A386IQ66;A0A386IPW2;A0A024R1W0;A0A386INJ5;A0A024R1V8;A0A024R1Y1;Q5YLB2;A0A386IPL0;A0A7G8KP80;A0A649U8H0;A0A6G8IU30;A0A386IPB0;A0A6G8IU58;A0A386IPW4;A0A386IPY7;A0A386INP8;A0A386IN53;A0A386IQ64;Q7Z606,BRCA1,nucleus
7260,Q8IYA6,CKAP2L,nucleus
7261,A0A024R512,FLJ40629,nucleus
7262,P51610;A0A223PQH6,HCFC1,nucleus
7263,Q9NVR2,INTS10,nucleus
7264,A0A024RDK4;Q96CB8;A0A087WXN4;E9PGI3,INTS12,nucleus
7265,A0A024RDU0;Q9UL03;B3KQH5;G5E9X1,INTS6,nucleus
7266,Q9NVH2;D3DT96,INTS7,nucleus
7267,Q9NV88;B7Z970;B7Z3J7;G3XAN1,INTS9,nucleus
7268,Q7L590;Q5T670,MCM10,nucleus
7269,Q9H204;H0YAA8,MED28,nucleus
7270,Q9Y6X9,MORC2,nucleus
7271,A0A3B3ITL5;Q8N5Y2;A0A3B3IT59;A0A3F2YNX2,MSL3,nucleus
7272,A0A0A6YYG7;Q6IBW4,NCAPH2,nucleus
7273,A0A087X0N3;Q96MY1;A0A087WTU5,NOL4L,nucleus
7274,O95059,RPP14,cytosol
7275,A0A0S2Z5M0;Q96BU1;A0A0S2Z5S2,S100PBP,mixed
7276,Q7Z333;A0A024R8E8,SETX,nucleus
7277,A0A024R3A9;Q9H5J8;E9PM59,TAF1D,nucleus
7278,A0A140VJQ7;O43422;Q2YDB3;B4DS64,THAP12,nucleus
7279,O94842;B4DJ39;A0A669KB71,TOX4,nucleus
7280,O60293,ZFC3H1,nucleus
7281,Q6ZN55;A0A0C4DFM2;Q9NT61,ZNF574,nucleus
7282,Q92610;H0YM74,ZNF592,nucleus
7283,Q25QX8;Q96CS4,ZNF689,nucleus
7284,D3VVE9;P54252;D3VVP2;D3VVN4;D3VVS7;A0A087X1A8;D3VVM7;D3VVM3;D3VVN7;G3V3R7;D3VVS0;D3VVH8;D3VVR2;D3VVQ9;D3VVB5;D3VVS8;D3VVP7;D3VVP0;D3VVF4;D3VVK0;D3VVF9;D3VVG4;A0A2R8Y3X7;F5H211;Q4VBR4;D3VVT0;D3VVM4;D3VVH7;D3VVH9;D3VVM6;A0A0A0MS38;G3V328;D3VVN9;D3VVP8;D3VVK3;D3VVF3;D3VVQ0;C9JQV6;G3V4U9;D3VVP5;D3VVL3;D3VVC4;D3VVL8;D3VVT1;D3VVF8;D3VVM5;D3VVK1;D3VVB1;D3VVQ5;D3VVJ8;D3VVL2;D3VVB0;D3VVP1;D3VVF7;D3VVS2;D3VVQ4;D3VVI1;D3VVI4;D3VVI0;D3VVP4;D3VVQ7;G3V2G1;D3VVE8;D3VVM1;D3VVB8;D3VVQ6;D3VVK8;D3VVK5;A0A087WXY4;D3VVH5;D3VVN5;E9PJN5;D3VVM8;D3VVQ8;D3VVQ1;D3VVC0;D3VVP9;D3VVM0;D3VVM2;D3VVL9;D3VVC5;G3V526,ATXN3,cytosol
7285,B3KXX7,B3KXX7[p],cytosol
7286,P53004;A0A140VJF4,BLVRA,cytosol
7287,A0A087WZR3,BRCC3,cytosol
