"","log H/L MAP1_03K","log H/L MAP1_06K","log H/L MAP1_12K","log H/L MAP1_24K","log H/L MAP1_80K","log H/L MAP2_03K","log H/L MAP2_06K","log H/L MAP2_12K","log H/L MAP2_24K","log H/L MAP2_80K","log H/L MAP3_03K","log H/L MAP3_06K","log H/L MAP3_12K","log H/L MAP3_24K","log H/L MAP3_80K","log H/L MAP4_03K","log H/L MAP4_06K","log H/L MAP4_12K","log H/L MAP4_24K","log H/L MAP4_80K","log H/L MAP5_03K","log H/L MAP5_06K","log H/L MAP5_12K","log H/L MAP5_24K","log H/L MAP5_80K","log H/L MAP6_03K","log H/L MAP6_06K","log H/L MAP6_12K","log H/L MAP6_24K","log H/L MAP6_80K"
"Q9UBB6",NA,NA,NA,NA,NA,-0.113067525749855,0.156914314653239,-1.23242994404826,-0.851573449065273,-0.560621542994745,-0.46833158868485,0.285106251061254,-0.745260848250573,-1.17644627262184,-0.615397542349245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6PIU2",0.49702469417753,-0.918224084636401,-0.41119543298445,0.986884170827275,2.94288979181879,0.517930742223911,-0.7905092027691,-0.556860178322978,1.04425421487416,3.2927228625142,0.488823463872764,-0.71973254452988,-0.709316099515548,1.03590538374213,3.3808679494436,0.405447843707535,-0.780413255426684,-0.72087344713745,1.0142124448121,3.21487083400391,0.173639163570579,-1.03339234459356,-0.504325301280511,1.30299161561275,3.12933247992701,0.589188211490857,-0.880046282494432,-0.358065605294494,1.6131544284313,3.24471964808737
"P16333",-0.188216624870617,0.127369146616222,-0.224856724343459,-0.398018300167363,-0.536963528144339,-0.205014446587966,0.17683337078449,-0.042917465432117,-0.293164474848671,-0.372337135966345,-0.215010314732006,0.142740172116082,0.00331438850667701,-0.395188535869432,-0.301906012388956,-0.322000231442836,0.0828388147248918,0.0156402903768822,-0.270590799256662,-0.498871720639773,-0.345784454840729,0.0648828515848544,-0.405012020876707,-0.408320583064263,-0.420395024322303,-0.0270280231697922,0.0551956542421246,-0.386449488446627,-0.509573632805983,-0.224283590826659
"Q9Y2A7",0.40250390087259,0.55581615506164,-0.106699925488478,-0.684688828713848,-0.815249993569069,0.599984231515615,0.807519792069885,0.0489336451979224,-0.568152430555344,-0.720564363581994,0.358396261956654,0.58207422139633,-0.0352243385424502,-0.660224092985632,-0.725875531771108,0.357157848719754,0.525567788901347,0.0156402903768822,-0.536000964153582,-0.878984599038634,0.469573445304352,0.523762664883281,-0.367322303380225,-0.730655600225963,-0.689566805290795,0.88494951674501,0.76145549282272,-0.216434388037343,-0.627716487119472,-0.576174454246819
"Q9HCH0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24768451276238,1.84165114268506,-0.668684598825297,-1.16776618163179,-1.28356215325858,NA,NA,NA,NA,NA,1.5053828490623,1.18612018368064,-0.439832884595043,-1.23487266034399,-1.05562128320439,2.04383441999994,1.59612414371518,-0.300075304929242,-0.931205387682758,-0.955032414058368
"P19338",1.10252376468385,1.21412480535285,-0.140555163565405,-0.959317941196992,-1.32850733647448,1.02133758296569,1.09949720117019,-0.209244640789795,-1.08222455939888,-1.47951237592464,1.29607557495289,1.02495789864439,-0.204615383818392,-0.971063148870092,-1.21557977538222,0.858935842688249,0.899871669271146,-0.291062360373556,-1.06072827997808,-1.55325677729079,1.01628236012999,1.00690836934218,-0.466277191716423,-0.986673529646302,-1.11447248981428,1.07306613384473,0.818605183729966,-0.669372765267465,-1.16702089583969,-1.3247802350095
"Q969V3",0.561301694145369,-0.956095605704379,-0.361750037308479,1.32941067121857,4.05918219921169,0.660837367696284,-0.80730082200794,-0.49382462323471,1.34953512964875,4.268284666521,0.603216843345899,-0.762118165179351,-0.687265132712412,1.33651191551276,4.2159115210291,0.577150836974469,-0.782645186317563,-0.673738792169225,1.33953649434518,4.06427930367309,0.212382570122357,-1.09523461603146,-0.386732393865816,1.93247698262743,4.20679948664706,0.594453003668609,-0.970836919175073,-0.302475249176056,2.079122064434,4.4104767918976
"Q13772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04309948491404,1.07566953523283,-1.14108006626026,-0.944498898875273,-0.364514905978024,NA,NA,NA,NA,NA
"Q9HCD5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.249547848210103,1.70456215004913,-0.00255583280225878,-1.02858704172619,-0.958616820980594,NA,NA,NA,NA,NA
"Q8NI08-2",NA,NA,NA,NA,NA,0.551983510418381,0.395830569732697,-0.442888944973841,-0.867488960200804,-1.19988493259592,-0.00874030040643019,0.563841478880328,-0.29776801467888,-1.04070464004251,-0.868436854479904,0.323197108239328,0.595503660502742,-0.39319773527632,-0.609640474436812,-1.15335023758165,NA,NA,NA,NA,NA,0.163241085163543,-0.349989147239812,-0.705052889758734,-0.524334004445252,-0.569543433884288
"O75376",NA,NA,NA,NA,NA,-0.885606320420497,-0.618340080621961,-0.617697962692415,-0.934455260481427,-1.63814182578651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y618",0.560617141325461,0.317304068361915,-0.463290574180495,-0.87633380354618,-1.2135374595077,0.228356954201048,0.117695042669755,-0.76486116504788,-1.2617769239406,-1.34875768469742,0.547153658812569,0.695370291642705,-0.149376574805851,-0.828357611061281,-1.06966383473207,0.0893625528277345,0.546264782839354,-0.0247366783215064,-0.892579941163635,-1.4981379810575,0.342327173106647,0.504366150612272,-0.413134397595833,-0.867120502775513,-0.953299413258378,0.320888980331776,0.274052884078258,-0.637962212970336,-0.946582775094697,-1.14665900198542
"P62166",-1.02326977932285,-0.826949341690722,-0.738649720979019,0.130535556756188,1.72700555031056,-0.449434197634178,-0.330973234490369,-0.881161891632715,0.43626846471939,1.83931466345515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71250406402521,-0.85139122979478,-0.669166280865761,0.312781327903362,1.87365573328134,-0.47991473398194,-0.618783087147854,-0.456959515864902,0.827656458270774,1.78617812879877
"Q92542",0.467801156488407,-0.63776017527746,-0.460905723790933,0.386700602287613,1.77277246825096,0.596935142387232,-0.4939465222398,-0.531281151614012,0.456701031008205,1.84149012761337,0.485838966879055,-0.375028836594121,-0.604915258519381,0.449429314103199,1.75996539113267,0.410558198142582,-0.50532838835245,-0.666484669497476,0.369159346064531,1.52847130188289,0.152767519261769,-0.835548373254515,-0.62148837674627,0.717210299019596,1.81027856758737,0.572404647390332,-0.694951698144162,-0.585972740875098,0.771801084384276,1.93583687368403
"Q9BTX1",0.176322772640463,-0.5992653526866,-0.285002827960929,0.54685742766799,1.64556333027527,0.261951978592154,-0.489200076628906,-0.381423032143377,0.604071323668861,1.63412855752504,0.317651384908363,-0.46001242028543,-0.581475396418644,0.584481522206653,1.75851638854748,0.173767067736706,-0.577142684327828,-0.573638621516947,0.458906906850866,1.38918130738824,-0.0705574116547309,-0.796686064114516,-0.397619138158524,0.691087440951894,1.17919253938802,0.304277388065675,-0.656171512207964,-0.367117606395589,0.888149004015847,1.79917021719962
"O14777",0.470927257475127,0.996099455281444,0.000288510158123553,-0.810282955551014,-1.16942014652246,0.997183998175296,1.36837724612002,0.390007262091559,-0.378044265768307,-0.837454791978815,0.890018587483822,1.10895929061593,0.299127408412377,-0.665614790037363,-0.949393826309213,0.923567567932559,1.53241671007891,0.489131852852717,-0.263732839268113,-1.00280154675919,0.932439186553471,1.20845483114888,-0.0813542564538225,-0.65744525452268,-0.883874825107403,1.29301727204951,1.25888068375053,0.0113525072299052,-0.372598608801544,-0.685407874144098
"Q9NXR1",-0.368811883070016,-0.464962318217614,-0.239497994941413,-0.557093649881099,-0.30206608753528,-0.00829041737851112,0.067087964801147,-0.201012193566774,-0.506168242367414,-0.334170666001109,NA,NA,NA,NA,NA,-0.581518573429164,-0.666759477277771,-0.583657452154596,-0.335407937646882,-0.325358570914176,-0.436295164923583,0.0214797274104514,-0.237761756230641,-0.214424339936102,-0.194476401479515,-0.204183190347443,-0.105411146299921,-0.233091104765053,-0.00177560712267125,0.0865120465742818
"Q9GZM8",0.58014548442338,-0.0175484786522279,-0.28029960426753,-0.151073656094134,0.234746551744322,-0.223036969081093,0.24159615530954,-0.383567017555247,-0.140348436140166,0.192446693735047,0.0468402542029724,0.0176369030494984,-0.22317168707922,-0.116504300904606,-1.26951220073622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95865710767711,0.776103988073164,-0.326226509701072,-0.974517554567212,-0.767633951444623
"Q9BT67",0.480575345696318,-0.744898140301369,-0.963813197152154,0.712375672880673,2.04271436944855,0.722815726337035,-0.964066471876898,-1.09092585556005,0.531169329758684,1.17357520723494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3386240819406,-0.917406400247568,-1.02861647337018,0.988412025724788,2.14244611462805
"Q9NV92",0.907736728524446,-1.0804844782008,-0.751489451861067,0.653610383988486,1.6552144225416,0.914717586465903,-0.330229394876851,-0.838537935137149,0.671746266863223,1.81114217366931,NA,NA,NA,NA,NA,0.87640889386885,-0.927551149930308,-1.07312004692306,0.146133828893375,1.52396334579067,0.795933147314964,-1.1487366852181,-0.867594251037291,1.09051472988825,1.94245820394639,1.48145395059532,-0.968181374173643,-0.88509997604281,1.04215401791812,1.94238313200461
"Q92597",NA,NA,NA,NA,NA,-0.89266029400227,-1.04165469957736,-1.03862856343924,-0.508054574142222,-0.249530697056157,-0.670244914255253,-0.399920588207861,-0.508013540693006,-0.645164224948532,0.503552275664581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UGV2",-0.68227916181484,-0.918578558513982,-0.909553019767349,-0.970384566182788,0.743299527888257,-0.860111444256149,-0.971657170658959,-1.01083192098431,-0.336281945170113,0.835196481547911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.989936316655303,-1.04709990496661,-1.0729682849292,-0.149840672294429,0.687866938500154,NA,NA,NA,NA,NA
"O95299",-1.20194118794482,-0.591962097440434,3.48645695576873,5.01907916197173,4.87955874503031,-1.11728652927694,-0.442183125468134,3.33656904176912,4.54349588342577,5.08474462086847,-1.15094550481685,-0.369669088327554,3.05020564032824,4.53449743373817,5.21361946266829,-1.36873736754699,-0.570228728497029,3.10629806218386,4.49582305545168,4.91829081495222,-1.2550811502485,-0.7517080622609,3.16597623588912,4.8471951865894,2.5183588827484,-0.910827305801949,-0.59671046013129,3.38225222803847,4.7983616304013,4.34872815423108
"Q86Y39",-1.17951465701362,-0.549134516857847,3.30319624698775,3.64846544302731,4.07219157052538,-1.10687081398279,-0.43165652079704,3.20285649744258,4.11270013274936,5.42908029352227,-1.28788850053372,-0.471208668159964,2.82966692866008,4.65546632367558,4.8933136670454,-1.34919868478977,-0.590505872425235,3.04809665327294,4.66687018544739,5.09381367340273,-1.30632348343224,-0.765204407021025,2.82103666410392,3.53990323581025,3.28025854566444,-0.944998754722897,-0.483319147359257,3.12398065513358,3.84116804354865,5.59442911620943
"Q9UI09",-1.1850476876331,-0.57301609011247,3.53816564694119,4.46100460993347,6.39799115695736,-1.14136645733631,-0.447131128988697,3.59681590646495,3.71808758396052,2.48295151336731,-1.19027276564281,-0.396612220097342,3.00151403506355,2.7075689633722,4.8672045950186,-1.40296947596975,-0.614116207088434,2.90850550987104,2.82109790900261,4.44413695658759,-1.24369401095256,-0.740890249100612,3.26832958626924,4.07133364052812,4.37629038333705,-0.894214662520945,-0.558452779776524,2.9261512731999,3.13078264011854,4.32926714089552
"Q9P0J0",-1.1131299395522,-0.716481172101122,3.03989289106612,4.27351588970212,4.78377093277143,-1.1540563868582,-0.412923096735323,3.13091440061097,3.45140895358624,4.14616642149108,-1.31448139979824,-0.413518660283955,3.02676465535002,1.90222797319385,4.70437401597993,-1.25033702178621,-0.610543321833334,2.97456602181432,3.43949016414434,4.8646814055726,-1.22037886307044,-0.748020412753444,3.11380049766581,1.24549566281992,4.54182455695202,-0.833130333072104,-0.570614349816422,3.25468473769119,1.86120107605304,6.07283468337912
"O43678",-1.25770053564298,-0.631756870738023,3.5981269599196,3.93988476298329,4.84328040898502,-1.08902179388053,-0.42561749052154,3.603477988254,3.74254523386605,3.03268274213599,-1.21320292928293,-0.345362825908187,3.06346842765787,4.56535345678263,4.49005662446431,-1.3309006478867,-0.594878964548679,3.2066275967861,4.55532535898925,5.11806896469716,-1.2629189948469,-0.795183178369056,3.03836594162879,4.29285535424002,4.37030379942634,-0.959738776935565,-0.648710902401125,2.97993387180048,3.08287286906381,2.68248340700574
"O95167",NA,NA,NA,NA,NA,-1.13977611474297,-0.494291958697977,2.7254794193768,3.8585778489074,4.8903007619981,-1.43908943912011,-0.466237329452912,2.54902837820757,3.4608735928112,3.37712374912949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O00483",-1.16883617766572,-0.650544132154845,3.22618481191313,3.27254580998359,5.03601971687454,-1.08051498786087,-0.425830658977796,3.28764959209501,4.45384677374993,4.45549162062847,-1.13017596078451,-0.474271864881853,2.80122075067019,4.33492575889042,4.12664253111817,-1.27536718912962,-0.621155485530497,2.94249573845242,4.32933890784198,4.95656782619333,-1.22972065679027,-0.853292648920225,2.9446523317932,4.55771641436072,5.27037943255719,-0.959991337315277,-0.62097797495141,2.99615370179395,4.64852296560625,4.97613447283165
"Q16718",-1.20479827388565,-0.677771855748185,3.40299497537925,3.51853513898218,4.3382817784652,-1.17110849667523,-0.427284920366422,3.07332325748706,4.60329994003514,3.53219226120045,-1.16304175887469,-0.36100869198198,3.05850699496329,4.69242719808971,4.65826861805767,-1.3255755066633,-0.624198748737778,2.82944368136659,4.62041046130343,4.17520520878375,-1.24793653031577,-0.780958519754835,3.85429493045532,4.75984824647417,4.47741829263492,-0.854309503552204,-0.597430612867855,2.63726245522174,3.43842593538911,2.62928666953336
"P56556",-1.30265318174259,-0.667721716943071,3.49633451341711,4.82079165850631,3.80673649165267,-1.1904373835689,-0.543845707247542,3.21774254946368,2.50997447429548,4.1334813279209,-1.2500624776638,-0.403713620074635,3.01540836161156,4.43822630507018,3.43802664712394,-1.32131507975148,-0.681237763692287,3.0234505376872,2.58178507518013,2.37615144222452,-1.34095228220862,-0.891723122569596,3.1151331491158,4.7388758997972,5.35642555908681,-0.985444743351058,-0.647693447093664,3.17387897458087,4.35769274848834,5.25568955522063
"O95182",-1.25635578329374,-0.594290762979092,3.51903860960006,4.68425770505893,4.8382963058635,-1.17631584772089,-0.481948358166458,3.33127526714662,4.73930807086039,4.94438996227009,-1.17546837314639,-0.416288377106336,3.08719124956262,4.1746461020481,4.09381367340273,-1.31926157483296,-0.671439236323751,3.30389762000339,3.58400038328577,5.5453506448223,-1.28366751971201,-0.771199776118829,3.21698248926877,4.31672502157875,3.52306006179525,-0.92631684638356,-0.659608642779922,3.16148463864166,5.15469661382774,4.47157767678234
"P51970",-1.22088319022023,-0.559940795657573,3.11481675584175,4.00423170440522,4.28177242274433,-1.15158637506744,-0.411771091051895,3.07453968797605,4.13987873540148,4.22812603062458,-1.16252495330207,-0.349455997110636,2.85029937284808,4.01818904901106,4.13249458861252,-1.32012585225338,-0.543845707247542,2.88982395220961,4.02023548840199,4.22650852980868,-1.26888628757506,-0.755478226367944,2.77780894079327,3.8833275557824,4.4736570502307,-0.987760305623033,-0.589441801857418,2.83545926568959,4.0309539916356,3.81249822533356
"Q16795",-1.24591635631772,-0.590028029373389,3.26350020090497,4.46264132083995,4.61252943332855,-1.16229890906613,-0.458604109726512,3.21614440785049,4.36618230976152,4.47851887002659,-1.18599927936096,-0.453261081823128,2.93062380955195,4.20906339534927,4.70160450149798,-1.33431617230894,-0.627961712617436,2.86941740881542,4.49095514002218,4.32804655627074,-1.26388873420416,-0.848141183272995,2.97874477453668,4.73530554015507,5.11232481643825,-0.911776973912168,-0.598238484556747,3.01371236482065,4.58802497495536,4.9789277763814
"O14561",-1.1729289322996,-0.641266173394716,3.7407117333991,4.79384387385943,4.99769887057861,-1.11515985941904,-0.43157868768852,3.48297731978792,7.27398204209911,5.01158508888224,-1.0977643075457,-0.381986929994636,3.35374672071372,4.90057703259663,5.15538495152046,-1.30507524588003,-0.677725699845795,1.56281633474737,4.8585778489074,4.93215568443206,-1.02576439579093,-0.858462574965575,3.38266725274504,5.37040842973721,5.16546981979281,-0.862968708269266,-0.655739605014581,3.31485601076481,5.46404740866209,4.82410591459491
"Q9Y375",-1.29580086003706,-0.667125969097572,3.47352717715676,4.77878680035692,4.03957710306068,NA,NA,NA,NA,NA,-1.22367699164145,-0.488552202115388,2.96692875338139,3.9108285825865,3.31838915506352,-1.32181989681667,-0.666713672345762,2.72702734048918,1.98203526135794,4.02440833767084,-1.26947742065785,-0.835883102297013,2.45551792294186,-0.419294916345563,5.74862223909102,-0.847777633573059,-0.587164289949836,3.36176835941915,2.84815719709907,3.31009286337988
"Q8N183",-1.14034843614017,-0.633277733800818,3.11518309960627,3.81598522720104,4.23235376773903,-1.08920594812491,-0.510929819669826,2.8522186215538,4.03465592375706,4.29241366782748,-1.14912058491193,-0.479150349591925,2.7999990664933,3.90563971778103,4.03817276391869,-1.27718427366296,-0.68028958831249,2.70860662732526,3.90149445504757,3.94532677726463,-1.22061419380106,-0.762216039709393,2.69173514558446,4.17224747307467,3.95494073508909,-0.783414762711201,-0.549197847120181,2.80299965970062,4.13158948432814,4.17216745005327
"Q9BU61",-1.22105133845535,-0.654467367049046,3.40422193083879,4.26055264035358,4.14036967065153,NA,NA,NA,NA,NA,-1.26222672274106,-0.559069057302497,2.40748871975999,3.85089941238573,3.05959755250481,-1.31315438782135,-0.703266561359977,3.13879808943781,2.2927228625142,4.48665002302106,-1.3543905588165,-0.836836217945554,3.23977989886237,3.32898003740385,1.09281632719464,-0.886806266460635,-0.696026418386265,2.46915663199964,0.228480098329917,2.85921422089285
"Q9P032",-1.21119737527831,-0.678649098575383,3.30474465771863,4.47903649842731,6.46474993900329,-1.10929650516641,-0.464922492267553,3.35966172233388,4.47612241988015,5.24758578204306,-1.14397842028048,-0.441301336405239,2.97495141340012,4.42054977211632,4.84242577647654,-1.2720185724443,-0.600205468450243,2.84751592804045,4.7001067500954,5.14771372235215,-1.26753107325021,-0.841249356132564,2.58652457437824,1.22317538614456,-1.00075039654128,-0.840035042413334,-0.455732246159632,2.69012651575921,-0.989649811830433,-0.926070112345239
"Q330K2",NA,NA,NA,NA,NA,-1.10364289033825,-0.424145550225945,3.53256632326751,3.83915338738982,4.83930458422924,-1.1664055152299,-0.432727152070566,3.03722406162424,2.79514352895776,1.89149695806741,NA,NA,NA,NA,NA,-1.26198450596123,-0.821661416700213,2.86229268118217,4.75210629932519,2.92373869147388,-1.00257028540604,-0.592723396884892,2.7388758997972,4.13971505318654,4.79249098942561
"Q7L592",-1.24547161329404,-0.661820928416784,3.23147849039005,3.51639342652536,4.73129187415693,-1.19261210243261,-0.467433676732488,3.47767732756531,4.43776039353993,4.1402878597104,-1.17442601046143,-0.487621391924455,3.48658567014102,2.81294995945575,3.90506202354978,-1.2935003903147,-0.648394283849371,3.03992797435587,4.66647256884207,4.37065253762352,-1.23209100476774,-0.857965666574195,3.34709867062227,5.40258575823259,4.04264433740849,-0.894429189664967,-0.667790472912212,3.04518082938843,4.57355630620312,5.31864222457304
"O96000",-1.24089531139135,-0.675442826349645,3.25661820008123,4.49012082270844,4.97622614236027,-1.13748909687166,-0.464842843665493,3.32466661469429,4.71781348971805,4.51506901403224,-1.17260368599191,-0.417829409408157,2.82901738603485,4.02449699069823,4.82771742279743,-1.3629369827748,-0.632427642110013,2.89867272687207,2.13546920167402,3.53256632326751,-1.28626899790183,-0.773442148127047,3.05107622318365,4.10265813136374,4.8642356783976,-0.911722690319548,-0.647173691350153,3.04642121124871,4.6095185904113,5.07120490701358
"Q9NX14",-1.29187457932216,-0.698997743967186,3.2137360959228,4.5806882023703,4.49639843291562,-1.18416228679148,-0.494983079845556,3.13630624596961,4.40046961854222,6.30368943547472,-1.20058107800892,-0.466476519556814,2.78098194027603,4.22048474218091,8.05820824610355,-1.47673915954729,-0.767241020508102,2.78701447377343,4.38529297364579,4.00952633339464,-1.31498383091208,-0.908550649619654,2.89031049116947,4.34212801783086,6.73159057159445,-0.999048135353805,-0.723348502333709,2.88076387724294,6.23419472295381,5.33763974046078
"O43676",-1.22478928505206,-0.541870016988988,3.38956681176273,4.56620629346551,4.97099166065797,-1.0634393208577,-0.419294916345563,3.22121202012669,4.72873684336602,4.87297646818893,-1.2394298677702,-0.367210646879101,3.32725621558264,4.54911465531884,5.01462309516963,-1.34776592709076,-0.597976422546238,3.08232790315667,5.07681559705083,5.41990962998284,-1.28293011608985,-0.817714510858685,3.03081277764903,5.10818988000466,5.46639872418685,-0.932085985911534,-0.675926770476455,3.08292394906502,4.7482465302667,5.13208324796568
"O95168",-1.14544574091375,-0.587402717905062,3.52029651798988,4.83678256582442,3.18256518222108,-1.08011841259736,-0.475575194032248,3.33870964512076,5.22199304868619,4.34461548495765,NA,NA,NA,NA,NA,-1.42004753116871,-0.561472929125229,4.26573692621362,6.05736362123094,3.62912343840125,-1.36308541964412,-0.880232157452793,2.97133201980803,4.73882186931048,4.02883432911892,-0.942833962404337,-0.653241627773198,3.02470973574004,2.52702027582942,5.22843392051337
"O43674",-1.19932163223632,-0.630795975313552,3.36639216140061,4.29601682253322,4.98235476987103,-1.10385992787934,-0.479411803941467,3.07356319821526,4.57773093149008,4.32926714089552,-1.1826878251685,-0.410907690064062,2.82641628715103,4.58604411644661,4.65001774820045,-1.27564659167545,-0.625845229276531,2.96308565378285,4.34276806197751,4.84438565300257,-1.25897748606455,-0.773861439430657,2.8949147479499,4.49499154934227,4.00889917205664,-0.903819123678526,-0.561430347883796,3.08537366471627,4.72900887033786,5.11894107272351
"O95139",-1.20942811868664,-0.652243646665294,3.02062665058996,3.52531721225445,3.53729606709084,-1.13185059247677,-0.542815488574625,3.06855043776168,3.07009732434605,3.72639529165045,-1.24038394104883,-0.468491275999296,2.97114805186031,3.23047971861438,3.66516534217078,-1.36048997682481,-0.65585325226667,2.73945930015268,2.92103637310291,3.99077337790844,-1.29431398339098,-0.847777633573059,2.73788141477489,3.78617812879877,3.92818079398022,-0.898565066886375,-0.679804178733875,2.85373621810487,3.90689059560852,3.7867009012221
"P17568",-1.23460104308989,-0.507439194913949,3.32984117653063,4.26656168758264,4.55336050333533,-1.20456550873271,-0.504918880816096,3.43362716708478,4.55268446568851,4.51714968814021,-1.19640923531227,-0.309144910189073,2.94931080764125,4.15550638879337,4.69460165335612,-1.341573700238,-0.595053292560357,3.17135096159637,4.29410606523374,4.56724120355462,-1.22637494243289,-0.766848196560706,3.00520234474743,4.72432284538798,4.2364926183813,-0.916126292423811,-0.708443589636587,3.02628661637991,4.19998636672167,4.59460826251329
"O95169",-1.26226132845811,-0.610565349561478,2.77774583031385,4.47923056120634,4.18919200596365,NA,NA,NA,NA,NA,-1.25339485407465,-0.468351548632565,2.04966561501004,2.08222569912752,1.68835942521339,-1.35756643164063,-0.668226003493901,2.9154444138979,3.83015389378546,3.13427023373765,NA,NA,NA,NA,NA,-1.01388764704612,-0.586947571451473,3.05496999853553,5.49531141610209,5.03711861173815
"Q9Y6M9",-1.21377167682801,-0.592070829911178,3.45969390298324,4.58104990094504,4.60116164570521,-1.15752795986295,-0.413057557338514,3.59681590646495,4.56120392076992,4.79519549081701,-1.1469145554331,-0.409603974805966,3.1588378759973,5.18010806871201,4.51834629219339,-1.29569460372761,-0.624532342986469,3.18118207971062,4.58135124716878,4.63011420034994,-1.24971937096487,-0.825772571133751,3.11917354585507,4.52375012139966,5.16196827761397,-0.979515577934916,-0.70743025419104,3.03366967028787,4.80513765169039,4.09482721717667
"O43677",-1.19604559873851,-0.669395709803124,3.30078267331644,4.01863417413905,4.0871233436512,-1.12425138566754,-0.479834253392781,2.62304744803812,4.31215688831337,-0.538513349488502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1916561403685,-0.885339801227245,2.90404086473437,3.39739226914988,3.55826763405574,NA,NA,NA,NA,NA
"O95298",-1.31879364065808,-0.672542565705847,3.6073895000244,3.68246093354512,4.49089097889429,-1.15772107018661,-0.426528521499929,3.49351924811896,4.74103546167172,4.99453446958374,-1.24099760721438,-0.466795501395386,2.8086321721094,2.34357837714689,8.25521745369448,-1.32373259173411,-0.652447723009936,0.550999138763864,3.65683955614943,3.73628015121619,NA,NA,NA,NA,NA,-0.929500756673641,-0.650317681411018,2.7688830023417,3.43522853072072,4.42914726323522
"P28331",-1.18609775571787,-0.6088481959675,3.53828982985849,4.70055069041459,4.87489530576721,-1.16194376823678,-0.441575613029808,3.39341620047154,4.68307882618796,4.74189838209574,-1.1329259088934,-0.378363033316769,3.1623389577246,4.27403797026646,4.9137989649507,-1.31828988122331,-0.623642929681547,3.16509190149813,4.37885838327003,4.87838203533104,-1.24342072796624,-0.813626222534056,3.12401375206042,4.60999129521268,5.15425104378082,-0.977156398025399,-0.632472371292162,3.14190685351604,4.64299031296116,4.84026179641587
"O75306",-1.22890886175382,-0.647038133685225,3.41454148760165,4.50849203844346,8.89242138533809,-1.14487139422735,-0.480941255229344,3.20703384891224,4.65786862339084,2.99830383663572,-1.20666174830665,-0.426412187634618,2.99499600023829,4.37037355381005,4.87901953888606,-1.32774666016077,-0.598172964591211,3.11830988532795,4.61005037242408,5.16852169899217,-1.26850391872563,-0.749911581758422,3.17992500932066,4.53019562385605,2.87552452224293,-0.899103064744969,-0.622420880998827,3.05930335627519,6.63425927260195,2.95425215556565
"O75489",-1.1665998175926,-0.562921439630962,2.08188496672923,2.63284983011771,3.42747208708629,-1.13150286751809,-0.461084450886257,3.24900533544344,4.63127893221064,1.85889606998804,-1.12437718746749,-0.319567613874717,2.72425735120072,1.93175868784491,1.72521763475607,-1.23575576975504,-0.586405917590825,2.7986104746113,3.18786274139705,1.6712027765419,-1.22330641765841,-0.816824766481328,2.95289264215304,0.797760079631833,3.57094860517333,-0.95073169394943,-0.636997177011321,3.02911713078914,4.82609081980261,5.39423973490979
"O43181",-1.18590080972545,-0.539708266946951,3.24176392916888,4.19684306782391,4.68358417795011,-1.07157282312431,-0.387241763462843,3.38667301492272,4.51935318953652,5.11515812457721,-1.13416034784134,-0.347178540430549,3.15899940305207,4.43115491042936,4.87056199772413,-1.30660894657599,-0.553214437856878,3.03342300153745,4.62649754422109,4.95823949336263,-1.27125227457024,-0.755721801421856,3.24648409657392,4.79098050474205,0.940279530051691,-0.954333372926333,-0.588118238285678,3.26172637065999,4.63226821549951,5.25444287259858
"O43920",-1.18977902453637,-0.570378680095756,3.09246117311886,4.08932865133343,3.24312065514589,NA,NA,NA,NA,NA,-1.25625239270514,-0.400663160948398,2.96497152992183,4.42465340489845,4.5377930340406,-1.44006773646613,-0.619181909363101,2.9852271667297,4.09870588531542,4.60098331137083,-1.36119399260272,-0.792731826887972,3.04720681697055,1.81500151556053,5.60418996147501,-0.980283854357202,-0.585150063268302,2.70097230722272,3.05795274510584,3.95949197382277
"O75380",-1.17546837314639,-0.589420094301186,3.44241275178282,4.70055069041459,4.62778191185608,-1.13333727119331,-0.484852748777991,3.39492565468731,3.16782354889882,4.13298804262744,-1.20363482348375,-0.458762723900067,3.07886597229862,4.58285703484424,4.79981261691531,-1.36097163471368,-0.66179810403334,3.18879651950571,4.53424840339346,4.32926714089552,-1.20606251184944,-0.762876866520346,3.1534810985137,4.98463491802693,5.14832404248008,-0.873925805101564,-0.637513278736912,3.16963643357639,4.89535109817479,4.90842865016879
